SESSION,FILLE-ID,S,E,SPEAKER,UH_OR_UM,WITH_OR_OMIT_FILLER,NOW_CROSS,FUT_CROSS,FILLER_F0,FILLER_INT,LOC,WORDS_IN_DA,DA,DIFF_NOW_CROSS,DIFF_FUT_CROSS
4356,5426,139.61175,139.89175,1,uh,1,246,245,-3.09,-2.567,4,8,sd,14.0,16.0
4356,5427,169.431375,169.7365,1,uh,1,-1,-1,-2.265,-10.577,3,17,sd,0.0,0.0
4356,5428,186.295625,186.78575,1,uh,1,4,2,-2.43,-15.659,0,3,sv,4.0,2.0
4356,5429,194.454375,194.997125,1,uh,1,0,0,-2.903,-13.425,0,9,sd,-23.0,-5.0
4356,5422,43.112375,43.41,1,uh,1,-1,-1,-2.272,-5.953,0,16,sd,0.0,0.0
4356,5423,49.576625,50.027625,1,uh,1,-1,-1,-3.022,-1.648,3,10,sv,0.0,0.0
4356,5424,77.80225,78.262625,1,uh,1,3,1,-1.909,-8.007,16,39,sd,-12.0,-15.0
4358,5553,107.807625,108.206,1,uh,1,-1,-1,-3.516,-1.182,11,21,sv,-471.0,0.0
4358,5548,153.308875,153.65225,0,uh,1,74,61,-2.549,-1.685,9,11,sv,42.0,26.0
4358,5554,163.247,163.5745,1,uh,1,-1,-1,-3.333,-1.23,6,51,sv,0.0,0.0
4358,5555,174.20625,174.606625,1,uh,1,181,143,-2.553,-1.151,38,51,sv,129.0,103.0
4358,5549,206.53775,206.878875,0,uh,1,165,138,-2.234,-1.665,1,25,sd,20.0,15.0
4358,5550,212.14425,212.364625,0,uh,1,104,87,-2.299,-1.67,22,25,sd,1.0,-2.0
4358,5556,221.326875,221.46225,1,uh,1,499,-1,-4.049,-1.539,0,18,sd,500.0,0.0
4358,5557,222.41575,222.8005,1,uh,1,-1,-1,-3.096,-0.814,3,18,sd,0.0,0.0
4358,5558,228.354625,228.722125,1,uh,1,-1,-1,-3.796,-1.307,0,14,sd,0.0,0.0
4358,5551,256.56175,256.800625,0,uh,1,206,201,-2.603,-1.665,12,33,sd,39.0,40.0
4358,5544,27.178625,27.495,0,uh,1,275,255,-2.303,-1.511,1,14,sv,47.0,42.0
4358,5545,28.413375,28.635625,0,uh,1,259,239,-2.563,-1.594,4,14,sv,35.0,35.0
4358,5559,284.308875,284.619375,1,uh,1,141,116,-3.315,-1.105,10,24,sd,54.0,54.0
4358,5560,292.2035,292.52575,1,uh,1,103,95,-1.993,-0.995,10,15,sd,-67.0,-58.0
4358,5546,58.39575,58.795125,0,uh,1,-1,-1,-2.024,-1.351,10,39,sv,0.0,0.0
4358,5547,83.3555,83.63675,0,uh,1,49,22,-2.679,-1.759,28,29,sv,11.0,-4.0
4363,5462,135.7605,136.046625,0,uh,1,272,251,-0.505,-1.013,0,8,qy^g,3.0,1.0
4363,5463,174.149875,174.461125,0,uh,1,-1,-1,-0.695,-0.268,7,18,sd,0.0,0.0
4363,5464,189.973125,190.253375,0,uh,1,309,272,-0.376,-0.435,1,7,sd,43.0,26.0
4363,5465,193.073125,193.44175,0,uh,1,-1,-1,-0.666,-0.934,1,6,sd,0.0,0.0
4363,5467,240.950375,241.412375,1,uh,1,349,331,-1.398,-1.73,1,6,h,160.0,142.0
4363,5459,25.362125,25.815875,0,uh,1,-1,-1,-0.37,-0.323,7,16,sd^e,0.0,0.0
4363,5468,252.360375,252.667625,1,uh,1,165,171,-0.91,-1.341,15,21,sd*,92.0,84.0
4363,5469,261.880125,262.329875,1,uh,1,229,225,-0.54,-1.61,5,9,sd,2.0,8.0
4363,5460,32.676125,33.138875,0,uh,1,-1,-1,-0.733,-0.006,1,17,sd,0.0,0.0
4363,5461,34.960375,35.194625,0,uh,1,254,230,-0.611,-0.925,7,17,sd,20.0,19.0
4364,5502,127.016125,127.3865,1,uh,1,-1,-1,-1.621,-1.395,3,7,sd,0.0,0.0
4364,5503,141.5585,142.010875,1,uh,1,0,0,-1.673,-1.562,4,16,sd,-53.0,-41.0
4364,5504,154.450625,154.74575,1,uh,1,107,60,-1.717,-1.489,8,11,sd,12.0,-20.0
4364,5505,157.14675,157.36275,1,uh,1,95,61,-2.828,-2.02,4,8,sd,27.0,6.0
4364,5506,163.440625,163.744875,1,uh,1,1,10,-2.014,-1.794,6,14,sd,-31.0,-14.0
4364,5507,165.384,165.654,1,uh,1,30,2,-1.611,-1.35,10,14,sd,-21.0,-25.0
4364,5490,210.1055,210.631875,0,uh,1,2,239,-2.752,-1.505,10,15,sd,-148.0,102.0
4364,5491,211.5955,212.02075,0,uh,1,197,172,-2.642,-1.387,13,15,sd,42.0,34.0
4364,5492,240.934625,241.36025,0,uh,1,272,262,-2.591,-1.291,8,17,sd,128.0,143.0
4364,5493,243.530625,243.890625,0,uh,1,266,255,-2.763,-1.349,13,17,sd,33.0,36.0
4364,5497,27.98025,28.379125,1,uh,1,1,7,-1.721,-1.416,3,8,sd,-8.0,0.0
4364,5494,277.530125,277.780125,0,uh,1,134,106,-2.199,-1.324,1,2,%,35.0,22.0
4364,5508,282.268625,282.57475,1,uh,1,-1,-1,-1.75,-1.228,3,9,sd,0.0,0.0
4364,5509,290.073125,290.18775,1,uh,1,-1,-1,-1.781,-1.916,5,16,+,0.0,0.0
4364,5498,33.732625,34.0565,1,uh,1,90,88,-2.3,-1.738,7,11,sd,21.0,18.0
4364,5499,43.73625,44.105625,1,uh,1,0,0,-2.051,-1.465,15,17,sd,0.0,-1.0
4364,5500,48.731,49.02375,1,uh,1,7,18,-1.928,-1.902,9,15,sd,-37.0,-15.0
4364,5501,50.05925,50.66925,1,uh,1,0,0,-2.261,-1.884,10,15,sd,-77.0,-60.0
4364,5489,86.386125,86.738375,0,uh,1,234,227,-3.055,-1.463,8,15,sd,-4.0,-4.0
4366,9175,125.280375,125.560375,1,um,1,0,0,-2.749,-2.352,0,13,sd,0.0,0.0
4366,9176,143.88475,144.25225,1,um,1,0,0,-2.424,-10.685,0,9,%,-27.0,-25.0
4366,5479,147.048625,147.42975,1,uh,1,0,0,-2.147,-15.047,4,9,%,0.0,0.0
4366,5480,151.135125,151.29325,1,uh,1,27,17,-2.439,-1.591,0,24,sd,-37.0,12.0
4366,5481,171.68425,172.05425,1,uh,1,499,499,-1.886,-12.769,10,26,sv,500.0,500.0
4366,5482,179.7,180.069,1,uh,1,0,0,-2.28,-8.87,21,26,sv,-7.0,0.0
4366,9177,184.055875,184.521125,1,um,1,0,0,-2.07,-5.666,0,28,sd,-11.0,0.0
4366,9178,223.4365,223.6665,1,um,1,0,0,-2.412,-1.68,20,36,sd,0.0,0.0
4366,5483,232.319875,232.640875,1,uh,1,0,0,-2.315,-15.165,1,23,sv,-8.0,-1.0
4366,5484,237.4775,237.839125,1,uh,1,242,244,-1.965,-11.772,11,23,sv,38.0,40.0
4366,9173,251.153875,251.4615,0,um,1,-1,-1,-2.938,-6.828,9,14,sv,0.0,0.0
4366,5485,258.612875,258.94075,1,uh,1,-1,-1,-2.073,-2.008,12,34,sv,0.0,0.0
4366,5486,261.584625,261.977375,1,uh,1,-1,-1,-1.983,-1.821,15,34,sv,0.0,0.0
4366,5487,266.951875,267.171875,1,uh,1,234,229,-2.199,-1.618,22,34,sv,6.0,6.0
4366,9179,283.541375,283.957375,1,um,1,1,0,-2.149,-9.805,11,20,sv,1.0,0.0
4366,5488,292.88175,293.2045,1,uh,1,14,1,-2.028,-13.692,1,16,sd,-18.0,-18.0
4366,5478,36.2875,36.568375,1,uh,1,-1,-1,-1.938,-11.693,4,12,qy,0.0,0.0
4366,9171,60.035,60.399125,0,um,1,284,265,-3.399,-9.936,1,18,sd,26.0,21.0
4366,9172,68.358,68.781375,0,um,1,397,347,-2.857,-9.704,0,11,sd,-36.0,-8.0
4366,9174,79.02425,79.442625,1,um,1,-1,-1,-2.214,-6.523,1,28,sv,0.0,0.0
4370,5413,110.494125,110.760625,1,uh,1,259,261,-2.489,-2.121,16,40,sv,24.0,26.0
4370,5414,116.541,116.820875,1,uh,1,155,149,-2.466,-1.255,32,40,sv,54.0,51.0
4370,5415,167.238125,167.46375,1,uh,1,211,207,-4.39,-2.364,0,12,sv,61.0,43.0
4370,5410,189.966125,190.279875,0,uh,1,-1,-1,-0.327,-0.954,21,30,+,0.0,0.0
4370,5416,203.612375,203.949875,1,uh,1,499,499,-2.534,-1.78,5,35,sd,218.0,208.0
4370,5417,235.745875,235.9825,1,uh,1,0,0,-2.6,-1.999,17,21,sv,-2.0,0.0
4370,5418,266.209,266.374625,1,uh,1,4,0,-4.39,-2.648,20,21,bf,-4.0,-1.0
4370,5419,270.904,271.086875,1,uh,1,1,0,-2.732,-2.02,14,31,sd,-13.0,-1.0
4370,5411,284.68825,284.93125,0,uh,1,-1,-1,-0.896,-0.63,7,12,qo,0.0,0.0
4370,5409,32.490125,32.902625,0,uh,1,-1,-1,-0.346,-0.762,1,4,sd,0.0,0.0
4370,5412,44.499875,44.692375,1,uh,1,-1,-1,-2.445,-1.851,6,15,sd,0.0,0.0
4372,5513,211.077,211.5435,1,uh,1,-1,-1,-1.826,-1.36,0,19,qr,0.0,0.0
4372,5510,226.470375,226.74075,0,uh,1,-1,-1,-1.455,-1.72,20,25,sd,0.0,0.0
4372,9183,229.730375,230.168,0,um,1,25,20,-1.504,-1.547,0,19,sd,4.0,-1.0
4372,5511,242.689,242.96825,0,uh,1,178,132,-1.456,-1.785,8,13,sd,81.0,62.0
4372,9184,255.472875,255.87275,1,um,1,0,0,-2.048,-2.025,0,45,sv,0.0,0.0
4372,9185,265.0195,265.379125,1,um,1,3,0,-2.333,-1.588,28,45,sv,-39.0,-22.0
4372,5514,270.448,270.741,1,uh,1,14,1,-2.862,-1.841,41,45,sv,14.0,1.0
4372,9180,54.27575,54.486,0,um,1,2,-1,-1.502,-1.707,0,21,sd,-3.0,0.0
4372,9181,60.47575,60.96575,0,um,1,133,81,-1.506,-1.551,16,21,sd,21.0,-15.0
4372,9182,63.39975,63.794375,0,um,1,24,14,-1.552,-1.36,0,14,qh,-15.0,-23.0
4372,5512,91.003,91.4065,1,uh,1,1,0,-2.744,-1.629,0,21,sv,-9.0,-5.0
4379,9156,120.158625,120.623625,1,um,1,253,266,-1.582,-1.365,24,34,sd,16.0,22.0
4379,9157,128.128,128.5415,1,um,1,266,264,-0.943,-1.047,5,13,h,19.0,19.0
4379,9158,131.221,131.584625,1,um,1,253,251,-1.218,-0.814,2,14,sd,39.0,39.0
4379,9151,149.000125,149.315,0,um,1,-1,-1,-1.189,-1.319,5,19,qy,0.0,0.0
4379,9159,157.489375,157.947375,1,um,1,360,-1,-0.946,-0.764,0,6,sd,177.0,-231.0
4379,9160,162.293,162.699375,1,um,1,-1,-1,-0.757,-0.754,1,6,sd,0.0,0.0
4379,5458,178.08725,178.3785,1,uh,1,-1,-1,-1.565,-1.026,2,7,sd,0.0,0.0
4379,9161,186.98175,187.4625,1,um,1,-1,-1,-1.301,-0.916,1,19,sd,0.0,0.0
4379,9162,233.282625,233.676875,1,um,1,279,291,-2.363,-1.462,6,15,sd,64.0,68.0
4379,9163,238.668,239.16175,1,um,1,310,398,-1.477,-1.111,0,20,sd,71.0,128.0
4379,9164,257.967875,258.273,1,um,1,476,-1,-1.405,-1.118,4,30,sd,46.0,0.0
4379,9153,28.332375,28.641625,1,um,1,0,59,-2.923,-1.679,17,20,sd,-62.0,4.0
4379,9154,40.73425,41.217375,1,um,1,274,295,-2.298,-1.491,2,9,sd,18.0,8.0
4379,9155,49.3635,49.9935,1,um,1,283,289,-3.169,-1.915,1,18,sd,5.0,4.0
4379,9145,66.939375,67.342125,0,um,1,-1,-1,-1.55,-1.682,0,7,sd,0.0,0.0
4379,9146,69.088125,69.69175,0,um,1,-1,-1,-2.107,-1.645,6,7,sd,0.0,0.0
4379,9147,71.393625,71.951625,0,um,1,-1,-1,-1.774,-1.513,4,13,sd,0.0,0.0
4379,9148,74.547,75.139875,0,um,1,218,199,-1.556,-1.846,0,18,sd,218.0,173.0
4379,9149,81.70425,82.18975,0,um,1,121,78,-2.961,-2.091,4,10,+,60.0,32.0
4379,9150,91.32275,91.736375,0,um,1,127,30,-1.645,-2.132,10,11,sd,17.0,-53.0
4380,5439,113.45475,113.61225,0,uh,1,3,152,-0.713,-1.73,14,33,sv,-4.0,40.0
4380,9131,115.260375,115.410375,0,um,1,254,230,-1.181,-1.976,20,33,sv,2.0,3.0
4380,5440,119.980375,120.200625,0,uh,1,4,0,-0.846,-0.788,1,2,sd,-53.0,-40.0
4380,5441,120.865625,120.99275,0,uh,1,129,70,-0.844,-1.215,1,21,+,16.0,5.0
4380,9132,126.09925,126.45375,0,um,1,87,45,-1.058,-1.763,0,7,sv,45.0,18.0
4380,5442,137.938375,138.235125,0,uh,1,111,88,-0.123,-1.785,12,16,+,108.0,80.0
4380,5451,155.913375,156.12875,1,uh,1,241,238,-0.334,-0.582,9,18,+,37.0,38.0
4380,5452,157.820625,158.058125,1,uh,1,1,0,4.057,-1.03,16,18,+,-112.0,-105.0
4380,5443,196.175,196.584,0,uh,1,236,222,-1.183,-1.461,27,30,+,90.0,96.0
4380,5444,202.95125,203.20225,0,uh,1,0,0,-1.096,-1.88,1,6,sd,0.0,0.0
4380,9133,210.623,210.963,0,um,1,-1,-1,-0.939,-1.81,7,18,sv,0.0,-495.0
4380,5453,226.448125,226.718125,1,uh,1,499,499,-0.344,-0.234,31,34,sd,500.0,500.0
4380,5454,235.3695,235.603625,1,uh,1,207,201,-0.806,-0.394,28,35,sd,13.0,16.0
4380,5455,252.3105,252.582375,1,uh,1,-1,-1,-0.783,0.101,4,5,sd,0.0,0.0
4380,5456,266.29725,266.553,1,uh,1,198,195,-0.779,-0.372,5,22,sd,47.0,51.0
4380,5445,276.291375,276.826875,0,uh,1,-1,-1,-0.855,-1.695,5,24,sd,0.0,0.0
4380,5446,290.227875,290.539625,0,uh,1,186,32,-1.035,-1.88,10,17,sd,86.0,-15.0
4380,5447,294.300625,294.61725,0,uh,1,1,0,-1.243,-2.039,0,2,+,-12.0,-4.0
4380,5448,30.847125,31.147875,1,uh,1,-1,-1,-0.355,0.301,0,2,%,-311.0,-303.0
4380,5449,34.451875,34.721875,1,uh,1,412,402,-0.55,-0.066,7,13,sd,10.0,20.0
4380,9130,58.2835,58.552125,0,um,1,-1,-1,-1.019,-1.511,0,18,sv,0.0,0.0
4380,5438,69.20075,69.41875,0,uh,1,221,210,-0.877,-1.472,2,23,+,216.0,207.0
4380,5450,84.462125,84.652125,1,uh,1,-1,-1,-0.42,-0.101,8,61,sv,0.0,0.0
4519,5142,105.702125,106.693125,0,uh,1,-1,446,-0.078,-0.325,0,9,+,-154.0,306.0
4519,8947,109.442125,110.083875,0,um,1,347,297,-0.351,-0.102,3,9,+,96.0,74.0
4519,8948,129.023375,129.984625,0,um,1,-1,-1,-0.457,-0.415,0,9,sd,-28.0,-1.0
4519,5143,138.23,138.527625,0,uh,1,410,344,-1.179,-1.908,1,10,sd^r,-5.0,-2.0
4519,5144,142.41725,142.744875,0,uh,1,298,277,-0.334,-0.017,2,46,sd,21.0,17.0
4519,5145,143.349375,143.919375,0,uh,1,345,324,-0.464,-0.677,5,46,sd,44.0,42.0
4519,5146,147.281625,147.68875,0,uh,1,295,278,-1.138,-1.652,14,46,sd,3.0,2.0
4519,5147,162.59575,163.352375,0,uh,1,323,292,-0.62,-0.625,1,39,sd,80.0,66.0
4519,5148,188.375375,189.00725,0,uh,1,431,345,-0.375,-0.144,1,24,sd,83.0,82.0
4519,5149,194.191625,194.80325,0,uh,1,297,265,-1.235,-1.878,1,16,sd,-12.0,-16.0
4519,5155,244.304375,244.61025,1,uh,1,-1,-1,-1.206,-0.988,10,15,sd,-130.0,-149.0
4519,5156,245.374375,245.651,1,uh,1,-1,-1,-1.485,-1.104,12,15,sd,0.0,0.0
4519,5150,264.0395,264.358125,0,uh,1,-1,-1,-0.513,-0.757,10,22,sd,0.0,0.0
4519,5151,271.5105,271.8305,0,uh,1,305,275,-0.44,0.251,3,9,sd,13.0,11.0
4519,8949,274.4055,275.4195,0,um,1,356,318,-0.251,-0.12,2,3,%,58.0,51.0
4519,5152,287.8755,288.300625,0,uh,1,281,267,-0.509,-1.254,10,28,sd,22.0,21.0
4519,5139,31.27775,31.88175,0,uh,1,-1,-1,-0.585,-0.062,5,15,sd,0.0,0.0
4519,5140,33.72375,34.1615,0,uh,1,-1,-1,-0.439,-0.116,9,15,sd,0.0,0.0
4519,5141,37.624,38.368625,0,uh,1,288,276,-0.383,-0.245,1,18,sd,46.0,48.0
4519,8943,51.599625,52.720375,0,um,1,249,16,-0.356,-0.256,8,17,sd,10.0,-196.0
4519,8944,80.825125,81.32075,0,um,1,252,209,-0.493,-0.16,10,17,sd,239.0,167.0
4519,8945,92.26625,92.79625,0,um,1,318,277,-0.733,-0.75,15,26,sd,50.0,34.0
4519,8946,94.2225,94.955375,0,um,1,302,263,-0.589,-0.529,16,26,sd,102.0,79.0
4548,5172,103.25825,103.5585,0,uh,1,-1,-1,-0.79,-0.221,5,13,sv,0.0,0.0
4548,5187,125.109625,125.412375,1,uh,1,225,220,-1.737,-1.523,9,21,sd,22.0,23.0
4548,5173,155.2295,155.568125,0,uh,1,-1,-1,0.782,-0.871,3,7,sv,0.0,0.0
4548,5174,159.6105,160.0255,0,uh,1,222,207,-0.793,-3.854,4,11,sd,65.0,61.0
4548,5175,177.71525,177.977,0,uh,1,203,104,0.17,-0.232,9,39,sd,153.0,75.0
4548,5176,181.333875,181.503875,0,uh,1,212,186,-0.695,-0.695,18,39,sd,115.0,95.0
4548,5177,182.14575,182.4045,0,uh,1,132,90,-0.233,-0.532,19,39,sd,-6.0,-21.0
4548,5178,216.812875,216.99925,0,uh,1,-1,-1,0.76,-1.537,19,41,sd,0.0,0.0
4548,8956,219.580125,219.932625,0,um,1,-1,-1,-0.926,-0.612,27,41,sd,0.0,0.0
4548,8955,22.467375,22.880625,0,um,1,0,0,0.752,-0.508,1,8,sd,-2.0,0.0
4548,5179,234.179125,234.37675,0,uh,1,208,185,-1.097,-0.496,12,26,sv,64.0,138.0
4548,5180,238.8665,239.152125,0,uh,1,1,0,-0.704,-0.277,25,26,sv,-30.0,-1.0
4548,5181,261.667875,262.065,0,uh,1,-1,425,-0.49,0.308,3,4,%,-441.0,91.0
4548,5182,266.8715,267.23575,0,uh,1,-1,-1,-0.104,-1.79,12,16,sv,0.0,0.0
4548,5183,268.223125,268.503125,0,uh,1,-1,-1,1.59,-0.588,14,16,sv,0.0,0.0
4548,5184,269.66025,270.06675,0,uh,1,176,124,-0.898,-1.04,15,16,sv,7.0,-18.0
4548,5185,273.714125,273.994,0,uh,1,192,166,-0.816,-1.649,5,9,+,126.0,99.0
4548,8957,278.82125,279.135,0,um,1,109,42,-0.42,-0.542,7,12,sv,24.0,-20.0
4548,8958,280.189625,280.562625,0,um,1,6,0,-1.025,-0.36,8,12,sv,-71.0,-28.0
4548,5186,282.724125,282.941625,0,uh,1,20,2,-0.624,-0.194,1,20,sd,-32.0,-22.0
4572,8954,102.442125,103.099875,1,um,1,203,171,-0.866,-0.539,2,24,sv,68.0,59.0
4572,5165,113.8155,114.608125,1,uh,1,3,0,-0.796,-0.892,2,34,sv,3.0,0.0
4572,5166,139.6395,139.857875,1,uh,1,3,0,-0.919,-0.903,7,13,sv,3.0,0.0
4572,8952,146.754375,147.016375,0,um,1,-1,-1,-0.902,-1.752,5,26,sv,0.0,0.0
4572,5167,175.852625,176.439375,1,uh,1,-1,-1,-0.709,-0.633,4,8,qh,0.0,0.0
4572,5168,179.524,179.8845,1,uh,1,-1,-1,-0.502,-0.76,4,20,sv,0.0,0.0
4572,5169,198.295375,198.46075,1,uh,1,242,229,-0.83,-0.603,0,5,sv,7.0,7.0
4572,5160,228.183625,228.429875,0,uh,1,-1,-1,-0.964,-1.737,18,31,sv,0.0,0.0
4572,5161,261.8075,262.053875,0,uh,1,97,92,-1.175,-1.832,9,36,sv,55.0,55.0
4572,5162,293.462875,293.63325,0,uh,1,2,0,-1.102,-1.807,0,10,sd,1.0,0.0
4572,8951,30.279625,30.609625,0,um,1,9,2,-1.083,-2.551,12,35,+,-179.0,-177.0
4572,5163,53.38875,53.93575,1,uh,1,-1,-1,-0.918,-0.698,10,14,qo,0.0,0.0
4572,5159,60.7675,61.041875,0,uh,1,499,-1,-1.236,-2.312,3,4,%,500.0,0.0
4572,8953,65.9165,66.61225,1,um,1,-1,-1,-0.832,-0.936,0,8,sd,-398.0,-407.0
4572,5164,79.27,79.598375,1,uh,1,100,70,-0.839,-0.651,16,18,sd,94.0,63.0
4603,7761,118.164,118.890375,0,um,1,300,282,-1.026,-12.084,0,9,+,88.0,76.0
4603,2959,121.099,121.430625,0,uh,1,373,333,-1.038,-1.575,4,9,+,68.0,48.0
4603,2962,132.839375,133.160875,1,uh,1,-1,-1,-0.957,-0.531,16,30,sd,0.0,0.0
4603,2963,135.121125,135.49875,1,uh,1,-1,-1,-1.116,-0.583,20,30,sd,0.0,0.0
4603,2964,145.7925,146.2285,1,uh,1,56,32,-1.714,-0.686,16,34,sd,28.0,-8.0
4603,2965,150.945625,151.42,1,uh,1,149,132,0.664,-1.279,27,34,sd,70.0,59.0
4603,7762,227.85175,228.08675,1,um,1,152,134,-1.219,-0.35,2,10,sv,68.0,64.0
4603,7763,272.00775,272.413,1,um,1,114,91,-1.689,-0.974,3,21,sv,-83.0,-55.0
4603,2956,29.9375,30.215625,0,uh,1,237,220,-0.976,-13.137,14,20,sd,36.0,39.0
4603,7764,294.491625,294.841,1,um,1,59,27,-1.156,-0.898,41,53,sv,-12.0,-28.0
4603,7757,38.026,38.3925,0,um,1,170,154,-1.055,-1.869,14,19,sd,53.0,50.0
4603,2957,47.5055,48.3155,0,uh,1,227,204,-1.039,-7.91,0,8,+,105.0,92.0
4603,7758,52.72875,53.309875,0,um,1,276,269,-0.977,-11.112,1,19,sv,16.0,18.0
4603,7759,61.178,62.115625,0,um,1,246,239,-0.986,-4.265,11,19,sv,-16.0,-16.0
4603,2958,64.4355,64.598875,0,uh,1,88,98,0.235,-2.367,15,19,sv,35.0,10.0
4603,2960,77.947375,78.28325,1,uh,1,-1,-1,-0.654,-0.222,9,20,sv,0.0,0.0
4603,2961,79.8475,80.112125,1,uh,1,-1,-1,-1.548,-0.194,13,20,sv,0.0,0.0
4603,7760,91.3005,92.149375,0,um,1,-1,-1,-0.906,-9.521,2,15,sv,0.0,0.0
4605,2943,121.3305,121.688375,1,uh,1,344,383,-1.814,-0.962,15,27,sv,-5.0,-19.0
4605,2944,132.246625,132.831,1,uh,1,434,384,-1.894,-0.929,0,4,sd,36.0,40.0
4605,2945,171.565125,171.8105,1,uh,1,-1,-1,-1.835,-0.499,7,14,qo,0.0,0.0
4605,2946,172.755125,172.980125,1,uh,1,235,231,-3.553,-0.87,9,14,qo,236.0,232.0
4605,2941,184.22675,184.75675,0,uh,1,-1,-1,-3.006,-7.015,0,15,sv,0.0,0.0
4605,7750,192.813625,193.209125,0,um,1,240,225,-3.08,-2.19,9,10,+,89.0,94.0
4605,2942,218.539375,218.8295,0,uh,1,0,384,-1.106,-1.484,1,9,sd,-243.0,159.0
4605,7751,271.797625,272.107625,0,um,1,-1,-1,-2.025,-2.143,1,12,sv^t,0.0,0.0
4605,7745,35.59675,35.93025,0,um,1,-1,-1,-2.555,-11.482,1,23,sd,0.0,0.0
4605,7746,44.363875,44.789375,0,um,1,265,259,-2.693,-11.341,1,34,sd,42.0,246.0
4605,7747,54.073875,54.414125,0,um,1,269,263,-1.628,-9.128,1,9,sv,9.0,7.0
4605,7748,59.392625,59.952625,0,um,1,267,255,-2.631,-7.686,2,19,sv,45.0,40.0
4605,2940,69.018875,69.3485,0,uh,1,-1,-1,-2.297,-3.996,1,15,sv,0.0,0.0
4605,7749,97.54075,98.090625,0,um,1,0,253,-2.884,-6.248,0,3,%,-213.0,51.0
4608,7802,103.09925,103.472625,1,um,1,0,0,-2.096,-0.878,0,5,%,-10.0,-6.0
4608,7803,113.7025,114.135625,1,um,1,24,10,-2.117,-1.198,7,8,sd,1.0,-7.0
4608,7794,122.0465,122.45425,0,um,1,-1,-1,-2.243,-2.236,3,28,sd,0.0,0.0
4608,3026,170.4085,170.69875,1,uh,1,0,121,-1.988,-1.295,1,20,sd,-16.0,100.0
4608,3027,178.11725,178.388125,1,uh,1,0,3,-2.705,-0.96,1,3,b,-8.0,-92.0
4608,7795,189.074875,189.75075,0,um,1,-1,-1,-3.528,-2.268,6,8,sv,0.0,0.0
4608,7804,243.58275,243.910875,1,um,1,103,76,-0.596,-0.799,3,4,%,61.0,40.0
4608,7792,48.912,49.3325,0,um,1,1,-1,-3.39,-2.432,9,15,sd,1.0,-1.0
4608,7793,72.63275,73.12225,0,um,1,-1,497,-3.405,-2.359,9,31,sd,0.0,14.0
4608,7800,82.01325,82.38775,1,um,1,-1,-1,0.108,-0.062,1,10,sd,0.0,0.0
4608,7801,87.69275,88.038375,1,um,1,-1,-1,-1.354,-0.7,0,15,sd,0.0,0.0
4615,2937,104.757125,105.15475,1,uh,1,-1,-1,-3.321,-0.674,3,17,sv,0.0,0.0
4615,2925,122.861125,123.24275,0,uh,1,55,52,-4.027,-17.075,6,29,^q,-21.0,-23.0
4615,2926,137.553375,138.035375,0,uh,1,124,95,-3.308,-16.704,9,10,sd,77.0,70.0
4615,2927,165.5055,165.758875,0,uh,1,-1,-1,-2.692,-12.329,1,5,sv,0.0,0.0
4615,2928,176.1055,176.3745,0,uh,1,0,0,-3.204,-16.635,1,2,sv,-78.0,-54.0
4615,2929,215.30425,215.61925,0,uh,1,387,322,-2.307,-16.589,11,13,sv,-20.0,-9.0
4615,2930,253.3025,253.556,0,uh,1,-1,-1,-3.318,-16.534,6,33,sd,0.0,0.0
4615,2931,258.7125,258.99575,0,uh,1,-1,-1,-3.63,-16.723,20,33,sd,0.0,0.0
4615,2932,261.9525,262.205125,0,uh,1,210,168,-4.313,-16.651,1,2,%,44.0,35.0
4615,2933,266.76325,266.9975,0,uh,1,0,120,-3.771,-16.508,6,46,sv,-76.0,45.0
4615,2934,270.969125,271.266,0,uh,1,0,0,-4.076,-16.768,22,46,sv,-28.0,-17.0
4615,2936,28.9785,29.283125,1,uh,1,0,0,-3.097,-0.725,21,23,sd,0.0,0.0
4615,2938,284.40775,284.73525,1,uh,1,1,-1,-3.357,-0.683,4,18,sd,2.0,0.0
4615,7742,49.23575,49.565375,0,um,1,-1,-1,-2.352,-16.339,5,9,sd,0.0,0.0
4615,7743,72.483375,72.986125,0,um,1,269,258,-2.57,-12.305,0,13,+,59.0,50.0
4615,2924,99.258,99.781,0,uh,1,0,0,-4.02,-17.37,1,9,sd,-1.0,0.0
4617,2969,105.434125,105.614125,0,uh,1,-1,-1,-0.086,-0.437,1,11,sd,0.0,0.0
4617,2970,110.23625,110.464375,0,uh,1,-1,-1,-0.156,-0.083,1,20,sd,0.0,0.0
4617,2971,118.109,118.49125,0,uh,1,223,212,0.135,-0.107,3,4,sd,20.0,20.0
4617,7766,126.007625,126.3855,1,um,1,-1,-1,-1.294,-0.284,9,10,sd,0.0,0.0
4617,7767,145.1295,145.5995,1,um,1,291,261,-1.608,-3.669,0,3,sv,93.0,70.0
4617,2972,181.042,181.345625,0,uh,1,431,361,-0.477,-4.639,8,18,sd,17.0,39.0
4617,2982,196.34125,196.56925,1,uh,1,-1,-1,-0.604,-2.527,4,20,sd,0.0,0.0
4617,2973,218.059,218.395,0,uh,1,-1,-1,0.109,-0.332,8,14,+,0.0,0.0
4617,2974,221.993375,222.174625,0,uh,1,275,243,0.018,0.317,1,8,sd,21.0,14.0
4617,2966,26.821625,27.082375,0,uh,1,-1,-1,-0.515,-7.134,11,24,sd,0.0,0.0
